conteudo,area,tipo_produto,tipo_informacao,nivel_complexidade,publico_alvo,palavras_chave,atualizado_em
"## Perguntas frequentes 1\. O que é um Seguro de Vida? Seguro de Vida é um seguro que oferece uma proteção financeira a você e a quem você ama em caso de certos imprevistos como, por exemplo, morte por qualquer causa ou invalidez. Esse seguro também pode ser utilizado em vida, como no caso de reembolso de despesas médicas, hospitalares e odontológicas e diversas assistências. [Saiba mais](https://blog.pagseguro.uol.com.br/pagbank-seguro-pessoal-um-seguro-contra-acidentes-que-cabe-no-seu-bolso/",seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,seguro vida caso perguntas frequentes oferece proteção financeira quem certos imprevistos exemplo morte qualquer causa,2024-01
1. Valor líquido de 25% de IR (sorteio realizado pela Loteria Federal).,seguros,seguro_vida,taxas,intermediario,pessoa_fisica,valor líquido sorteio realizado pela loteria federal,2024-01
"Seguro Vida em Grupo – Taxa Média Registro SUSEP nº 15414.900277/2017-04, garantido pela Previsul Seguradora, CNPJ: 92.751.213/0001-73 – Código SUSEP: 0519-3. Os sorteios desta promoção são emitidos pela CNP Capitalização S/A (CNPJ 01.599.296/0001-71, Registro SUSEP n° 15414.900032/2019-31. O cliente titular participará em um sorteio no último sábado do mês subsequente ao da aquisição do PagBank Seguro de Vida no valor de R$ 20.000,001 líquido de Imposto de Renda. É proibida a venda de título de capitalização a menores de 16 anos (Código Civil). O segurado poderá consultar todas as informações referentes aos produtos através do site www.susep.gov.br/menu/consulta-de-produtos-1 ou ainda fazer download através do site www.previsul.com.br. O registro destes planos pela SUSEP não implica incentivo ou recomendação à sua comercialização, representando exclusivamente sua adequação às normas em vigor.",seguros,seguro_vida,taxas,intermediario,pessoa_juridica,susep registro pela seguro vida previsul cnpj código capitalização produtos através site grupo taxa média,2024-01
"## Ficou com alguma dúvida? Podemos te ajudar! [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/help-box/questions.svg)\\ \\ Saiba mais sobre o Seguro de Vida](https://faq.pagbank.com.br/duvida/o-que-e-o-pagbank-seguro-pessoal/1281) 1. Valor líquido de 25% de IR (sorteio realizado pela Loteria Federal). Seguro Vida em Grupo – Taxa Média Registro SUSEP nº 15414.900277/2017-04, garantido pela Previsul Seguradora, CNPJ: 92.751.213/0001-73 – Código SUSEP: 0519-3. Os",seguros,seguro_vida,taxas,intermediario,pessoa_juridica,seguro https assets vida pagbank pela susep ficou alguma dúvida podemos ajudar pagseguro website components,2024-01
Os especialistas do PagBank estão aqui para te ajudar,cartoes,cartao_credito,problemas_comuns,avancado,pessoa_fisica,especialistas pagbank estão aqui ajudar,2024-01
Conte com nossos analistas qualificados para descobrir o melhor caminho a seguir no mundo dos investimentos.,cartoes,cartao_credito,beneficios,intermediario,pessoa_fisica,conte nossos analistas qualificados descobrir melhor caminho seguir mundo investimentos,2024-01
## **Os especialistas do PagBank estão aqui para te ajudar** Conte com nossos analistas qualificados para descobrir o melhor caminho a seguir no mundo dos investimentos.,cartoes,cartao_credito,problemas_comuns,avancado,pessoa_fisica,especialistas pagbank estão aqui ajudar conte nossos analistas qualificados descobrir melhor caminho seguir mundo investimentos,2024-01
Com qual perfil de investidor você se identifica mais?,cartoes,cartao_credito,beneficios,intermediario,pessoa_fisica,qual perfil investidor identifica mais,2024-01
Acesse o seu perfil e entenda como o PagBank pode te ajudar.,conta_digital,conta_rendeira,problemas_comuns,intermediario,pessoa_fisica,acesse perfil entenda pagbank pode ajudar,2024-01
"### Acesse o seu perfil e entenda como o PagBank pode te ajudar. - [Iniciante](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#iniciante ""Iniciante"") - [Conservador](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#conservador ""Conservador"") - [Moderado](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#moderado ""Moderado"") - [Experiente](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#experient",conta_digital,conta_rendeira,problemas_comuns,intermediario,pessoa_fisica,pagbank https conta digital investimentos carteiras recomendadas iniciante conservador moderado acesse perfil entenda pode ajudar,2024-01
Conte com o PagBank para ingressar com segurança e clareza no mundo dos investimentos. Aqui você encontra um banco completo e parceiro.,seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,conte pagbank ingressar segurança clareza mundo investimentos aqui encontra banco completo parceiro,2024-01
### Iniciante Conte com o PagBank para ingressar com segurança e clareza no mundo dos investimentos. Aqui você encontra um banco completo e parceiro. [Saiba mais](https://blog.pagseguro.uol.com.br/carteira-de-investimentos-pagbank-para-iniciantes/) ![Conservador](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/_pswn/wallets/large/wallets--conservador.png),seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,pagbank investimentos https pagseguro conservador assets wallets iniciante conte ingressar segurança clareza mundo aqui encontra,2024-01
Você que preza pela segurança e prefere investimentos de baixo risco. A equipe do PagBank criou uma carteira ideal para você aplicar melhor o seu dinheiro.,seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,preza pela segurança prefere investimentos baixo risco equipe pagbank criou carteira ideal aplicar melhor dinheiro,2024-01
### Conservador Você que preza pela segurança e prefere investimentos de baixo risco. A equipe do PagBank criou uma carteira ideal para você aplicar melhor o seu dinheiro. [Saiba mais](https://blog.pagseguro.uol.com.br/carteira-de-investimentos-pagbank-para-conservador/) ![Moderado](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/_pswn/wallets/large/wallets--moderado.png),seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,conservador investimentos pagbank carteira https pagseguro moderado assets wallets preza pela segurança prefere baixo risco,2024-01
"Se você está em busca de atrelar segurança e retorno, o PagBank conta com diversos fundos de investimento, CDBs e fundos de renda fixa.",investimentos,cdb,beneficios,intermediario,pessoa_fisica,fundos está busca atrelar segurança retorno pagbank conta diversos investimento cdbs renda fixa,2024-01
"### Moderado Se você está em busca de atrelar segurança e retorno, o PagBank conta com diversos fundos de investimento, CDBs e fundos de renda fixa. [Saiba mais](https://blog.pagseguro.uol.com.br/carteira-de-investimentos-pagbank-para-moderado/) ![Experiente](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/_pswn/wallets/large/wallets--experiente.png)",investimentos,cdb,beneficios,intermediario,pessoa_fisica,moderado pagbank fundos https pagseguro experiente assets wallets está busca atrelar segurança retorno conta diversos,2024-01
"Você assume riscos do mercado e busca rentabilidade diferenciada e longo prazo? Então, explore nossos fundos multimercado e carteiras de ações, inclusive com opções internacionais.",investimentos,fundos,prazos,intermediario,pessoa_fisica,assume riscos mercado busca rentabilidade diferenciada longo prazo então explore nossos fundos multimercado carteiras ações,2024-01
"### Experiente Você assume riscos do mercado e busca rentabilidade diferenciada e longo prazo? Então, explore nossos fundos multimercado e carteiras de ações, inclusive com opções internacionais. [Saiba mais](https://blog.pagseguro.uol.com.br/carteira-de-investimentos-pagbank-para-experientes/)",investimentos,fundos,prazos,intermediario,pessoa_fisica,experiente assume riscos mercado busca rentabilidade diferenciada longo prazo então explore nossos fundos multimercado carteiras,2024-01
"Realize investimentos a partir de R$ 30, em títulos públicos, com a segurança do Tesouro Nacional.",investimentos,tesouro_direto,limites,intermediario,pessoa_fisica,realize investimentos partir títulos públicos segurança tesouro nacional,2024-01
"Carteiras Top10 e Top5 com seleção mensal de ativos entre: ações, BDR's e ETF's.",investimentos,cdb,beneficios,intermediario,pessoa_fisica,carteiras seleção mensal ativos entre ações,2024-01
Composta por 5 empresas de bons históricos de pagamento de dividendos.,investimentos,cdb,beneficios,intermediario,pessoa_juridica,composta empresas bons históricos pagamento dividendos,2024-01
Composta por 5 empresas estrangeiras (BDR's) com boas perspectivas de crescimento e resultados.,investimentos,cdb,beneficios,intermediario,pessoa_juridica,composta empresas estrangeiras boas perspectivas crescimento resultados,2024-01
Seleção trimestral de 5 fundos imobiliários com bons históricos de rendimentos mensais.,investimentos,fundos,beneficios,intermediario,pessoa_fisica,seleção trimestral fundos imobiliários bons históricos rendimentos mensais,2024-01
"## Carteiras Recomendadas e Sugeridas PagBank Invista diretamente pelo super app PagBank ![Tesouro Direto](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/info-box/icon--tesouro-direto.svg) Tesouro Direto Realize investimentos a partir de R$ 30, em títulos públicos, com a segurança do Tesouro Nacional. [Saiba Mais](https://blog.pagseguro.uol.com.br/carteira-sugerida-tesouro-direto/) ![Carteira SuperPag](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/",investimentos,tesouro_direto,limites,basico,pessoa_fisica,tesouro direto assets https pagseguro pagbank website carteira carteiras recomendadas sugeridas invista diretamente pelo super,2024-01
Aprenda mais sobre os investimentos de seu interesse em nosso canal.,conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,aprenda mais sobre investimentos interesse nosso canal,2024-01
[](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadasmodal-lazy-modal-lazy-wallets-1),conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,lazy https pagbank conta digital investimentos carteiras recomendadasmodal modal wallets,2024-01
### Aprenda mais sobre os investimentos de seu interesse em nosso canal. [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/digital-account/paginvest/wallets/thumb-morning-call-md.png)](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#modal-lazy-modal-lazy-wallets-1),conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,investimentos https assets digital wallets modal lazy aprenda mais sobre interesse nosso canal pagseguro website,2024-01
Comece seu dia acompanhando os principais assuntos e novidades da semana sobre o mercado financeiro.,seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,comece acompanhando principais assuntos novidades semana sobre mercado financeiro,2024-01
[](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadasmodal-lazy-modal-lazy-wallets-2),seguros,seguro_conta,beneficios,intermediario,pessoa_fisica,lazy https pagbank conta digital investimentos carteiras recomendadasmodal modal wallets,2024-01
### Morning Call Comece seu dia acompanhando os principais assuntos e novidades da semana sobre o mercado financeiro. [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/digital-account/paginvest/wallets/thumb-day-trade-md.png)](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#modal-lazy-modal-lazy-wallets-2),seguros,seguro_vida,beneficios,intermediario,pessoa_fisica,https assets digital wallets modal lazy morning call comece acompanhando principais assuntos novidades semana sobre,2024-01
"Assista operações ao vivo de análises técnicas e estratégicas de ações, índices, ETFs, BDR's e FIIs.",conta_digital,conta_rendeira,limites,avancado,pessoa_fisica,assista operações vivo análises técnicas estratégicas ações índices etfs fiis,2024-01
[](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadasmodal-lazy-modal-lazy-wallets-3),conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,lazy https pagbank conta digital investimentos carteiras recomendadasmodal modal wallets,2024-01
"### Sala ao Vivo Assista operações ao vivo de análises técnicas e estratégicas de ações, índices, ETFs, BDR's e FIIs. [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/digital-account/paginvest/wallets/thumb-carteira-semanal-md.png)](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#modal-lazy-modal-lazy-wallets-3)",conta_digital,conta_rendeira,limites,avancado,pessoa_fisica,vivo https assets digital wallets modal lazy sala assista operações análises técnicas estratégicas ações índices,2024-01
Playlist com vídeos sobre a composição das carteiras semanais de ações e o racional das decisões.,conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,playlist vídeos sobre composição carteiras semanais ações racional decisões,2024-01
[](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadasmodal-lazy-modal-lazy-wallets-4),conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,lazy https pagbank conta digital investimentos carteiras recomendadasmodal modal wallets,2024-01
### Carteiras semanais Playlist com vídeos sobre a composição das carteiras semanais de ações e o racional das decisões. [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/digital-account/paginvest/wallets/thumb-carteira-mensal-md.png)](https://pagbank.com.br/conta-digital/investimentos/carteiras-recomendadas#modal-lazy-modal-lazy-wallets-4),conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,carteiras semanais https assets digital wallets modal lazy playlist vídeos sobre composição ações racional decisões,2024-01
